,age,workclass,fnlwgt,education,education-number,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
25033,31,1,158092,15,10,4,0,3,4,0,0,0,35,37,0
25036,50,1,183390,9,13,5,8,1,4,1,0,0,40,37,1
25042,47,4,187581,8,11,2,11,0,4,1,0,0,48,37,1
25046,23,4,101094,15,10,4,9,3,4,1,0,0,60,37,0
25047,42,1,176716,12,14,0,8,1,4,1,0,0,40,37,0
25048,36,3,118429,11,9,2,3,0,4,1,0,0,50,37,0
25049,52,0,221532,9,13,2,9,0,4,1,0,0,45,37,1
25051,27,1,124680,12,14,4,8,1,4,0,0,0,40,37,0
25054,49,4,142856,11,9,2,8,0,4,1,0,0,40,37,1
25057,55,2,67433,11,9,2,3,0,4,1,0,0,60,37,0
25067,57,3,217692,11,9,6,2,1,4,0,0,0,38,37,0
25081,36,1,247807,8,11,4,9,1,4,1,0,0,40,37,1
25084,23,1,203353,9,13,4,3,3,4,0,0,0,12,37,0
25088,49,1,173584,9,13,4,8,1,4,0,0,0,50,37,0
25089,47,1,80282,9,13,2,8,0,4,1,3137,0,40,37,0
25091,37,0,408229,11,9,0,11,4,4,0,0,0,40,37,0
25099,32,4,203849,5,4,2,5,0,4,1,0,0,19,37,0
25102,41,3,144594,5,4,2,2,0,4,1,0,2179,40,37,0
25106,47,3,172034,11,9,2,10,0,4,1,0,0,75,37,1
25108,35,2,338320,11,9,2,3,0,4,1,0,0,50,37,1
25110,46,3,342907,11,9,2,10,0,2,1,0,0,60,37,1
25111,69,2,169717,9,13,2,3,0,4,1,6418,0,45,37,1
25113,36,4,47570,12,14,4,8,1,4,0,0,0,40,37,0
25115,23,1,144165,9,13,4,8,3,0,1,0,0,30,37,0
25117,37,1,312232,9,13,2,9,0,4,1,5178,0,40,37,1
25118,35,4,150488,9,13,4,8,1,4,0,0,0,40,37,0
25121,53,4,118793,11,9,2,9,0,4,1,0,0,40,37,0
25122,54,1,204325,15,10,2,9,0,4,1,0,0,52,37,0
25130,38,3,100316,9,13,2,2,0,4,1,0,0,35,37,0
25133,45,3,188694,11,9,2,3,0,4,1,0,0,40,37,0
25145,33,3,202729,9,13,2,2,0,4,1,0,0,40,37,1
25147,57,3,174760,7,12,3,4,4,0,1,0,0,40,37,0
25153,53,0,205288,11,9,2,0,5,4,0,7688,0,35,37,1
25157,18,3,212207,11,9,4,4,3,4,1,0,0,11,37,0
25162,36,3,257250,5,4,4,4,3,4,1,0,0,75,37,0
25164,41,3,200574,14,15,2,8,0,4,1,0,1977,60,37,1
25166,47,4,123219,12,14,2,8,0,4,1,0,0,38,37,1
25168,61,3,115882,3,2,2,2,0,4,1,0,0,20,37,0
25173,23,1,40021,15,10,0,0,4,4,0,0,0,70,37,0
25179,42,2,96509,15,10,2,3,0,1,1,0,0,60,34,0
25185,38,0,307404,15,10,0,0,4,4,0,0,0,40,37,0
25187,46,3,182541,11,9,2,4,0,4,1,0,1672,50,37,0
25199,34,2,314375,15,10,2,10,0,4,1,0,0,60,37,1
25214,76,3,237624,5,4,2,2,0,4,1,0,0,10,37,0
25216,54,3,42924,15,10,2,10,0,4,1,0,0,50,37,0
25236,30,3,250499,15,10,2,0,5,4,0,0,0,55,37,1
25237,57,3,192869,11,9,2,4,0,4,1,0,0,72,37,0
25238,44,2,121352,15,10,2,3,0,4,1,0,0,50,37,0
25239,32,3,70985,11,9,2,4,0,4,1,4064,0,40,37,0
25240,27,3,123116,11,9,2,12,0,4,1,0,0,40,37,0
25241,57,1,339163,15,10,6,0,4,4,0,0,0,40,24,0
25242,59,3,124771,9,13,2,4,0,4,1,0,0,30,37,0
25248,38,1,421446,9,13,2,3,0,2,1,0,0,50,37,1
25253,55,1,28151,11,9,0,0,1,4,0,0,0,40,37,1
25258,63,2,189253,15,10,2,3,0,4,1,0,0,45,37,1
25260,34,3,204375,14,15,4,8,1,4,0,0,0,60,37,1
25261,49,3,249585,1,7,2,3,0,4,1,0,0,65,37,0
25263,42,2,168071,11,9,2,10,0,4,1,0,0,43,37,1
25281,58,3,266707,3,2,2,12,0,4,1,0,2179,18,37,0
25282,51,3,311569,11,9,0,10,1,4,1,0,0,40,37,0
25290,31,2,117963,10,16,4,8,3,4,1,0,0,40,37,0
25294,46,4,119904,14,15,4,8,1,4,0,0,1564,55,37,1
25302,34,3,313729,9,13,2,10,0,4,1,0,0,60,37,1
25305,51,3,132341,11,9,2,3,0,4,1,0,0,45,37,1
25313,46,1,141058,11,9,2,3,0,4,1,0,0,65,37,0
25316,30,4,119422,0,6,2,0,0,4,1,0,0,40,37,0
25326,28,0,56651,9,13,4,8,3,2,0,0,0,40,37,0
25339,27,4,31935,15,10,4,11,3,4,0,0,0,80,37,0
25343,34,3,179673,14,15,2,8,0,4,1,7688,0,60,37,1
25344,46,4,248895,9,13,2,3,0,4,1,0,0,40,37,1
25350,34,4,61431,2,8,4,0,1,2,0,0,0,40,37,0
25353,37,3,268598,9,13,2,3,0,3,1,7298,0,50,31,1
25360,39,2,216473,9,13,2,3,0,4,1,0,0,60,37,1
25361,20,3,217404,0,6,4,6,3,4,1,0,0,40,37,0
25363,73,4,96262,11,9,6,0,1,4,0,0,0,40,37,0
25374,58,2,130454,15,10,2,3,0,4,1,0,0,50,37,1
25375,24,1,461678,0,6,4,7,1,4,1,0,0,40,37,0
25376,26,4,252284,15,10,2,9,0,4,1,0,0,40,37,0
25378,33,1,96480,12,14,4,8,1,4,0,0,0,40,10,0
25382,39,3,65716,7,12,2,0,5,4,0,0,0,40,37,1
25384,66,3,174788,15,10,4,10,1,4,0,0,0,20,37,0
25389,54,3,242606,12,14,2,10,0,4,1,4386,0,45,37,1
25390,27,4,176727,9,13,4,8,1,4,1,0,0,40,37,0
25392,19,4,354104,15,10,4,8,3,4,1,0,0,10,37,0
25394,47,0,137917,15,10,2,0,0,2,1,0,0,40,37,1
25405,33,3,281030,11,9,2,4,0,4,1,0,0,94,37,0
25409,18,2,119422,11,9,4,7,4,1,0,0,0,30,17,0
25412,51,3,74160,12,14,0,8,4,4,1,0,0,60,37,1
25414,20,4,41103,15,10,4,7,3,4,0,0,0,20,37,0
25415,38,1,193026,11,9,2,2,0,4,1,0,0,50,37,1
25424,59,3,136413,5,4,2,4,0,4,1,0,0,48,37,0
25426,44,1,177240,14,15,4,8,1,4,1,10520,0,40,37,1
25431,47,0,117628,11,9,2,2,0,4,1,0,0,40,37,1
25433,32,4,175931,11,9,2,9,0,4,1,0,0,40,37,0
25443,34,1,254270,9,13,4,8,1,4,0,0,0,40,37,0
25444,41,1,185057,12,14,4,8,1,4,0,0,0,40,37,0
25447,51,1,176751,9,13,2,8,0,4,1,0,1902,40,37,1
25448,32,3,97723,8,11,4,2,1,4,1,0,0,40,37,0
25462,34,1,207383,12,14,6,8,1,4,0,0,0,40,37,0
25471,44,3,231348,15,10,2,7,0,4,1,0,0,40,37,1
25475,39,4,99156,10,16,2,8,0,4,1,0,0,50,37,1
25481,60,3,127805,5,4,2,12,0,4,1,0,0,40,37,1
25486,48,0,156410,11,9,2,0,0,2,1,0,0,50,37,1
25491,28,3,175406,12,14,2,3,5,4,0,0,0,30,37,1
25493,23,0,320294,11,9,4,8,1,4,1,0,0,40,37,0
25494,58,4,400285,11,9,2,0,0,2,1,0,0,40,37,1
25496,38,1,227154,9,13,2,2,0,1,1,0,0,40,28,0
25506,28,1,175262,7,12,2,9,0,4,1,0,2002,40,8,0
25513,60,4,152711,9,13,2,3,0,4,1,0,0,40,37,1
25516,39,0,175232,15,10,2,5,0,4,1,0,1977,60,37,1
25519,36,1,51424,11,9,0,0,4,4,0,0,0,40,37,0
25528,35,4,126569,11,9,2,2,0,4,1,7298,0,40,37,1
25529,38,1,745768,15,10,0,3,4,2,0,0,0,45,37,0
25535,58,0,175873,15,10,2,0,0,4,1,0,0,40,37,1
25538,19,5,344858,11,9,4,4,3,4,1,0,0,20,37,0
25539,26,4,177035,1,7,0,7,4,4,0,0,0,40,37,0
25541,35,3,111095,11,9,2,3,0,4,1,0,0,50,37,0
25544,26,0,211596,12,14,4,8,1,4,1,0,0,40,37,0
25546,59,3,181070,11,9,2,10,0,4,1,0,0,40,8,1
25547,53,1,20676,11,9,2,3,0,0,1,0,0,48,37,0
25549,34,1,124827,15,10,2,3,0,4,1,0,0,40,37,1
25555,59,3,357943,9,13,2,3,0,4,1,0,0,40,37,1
25557,50,1,30682,12,14,2,8,0,4,1,0,0,50,37,0
25558,24,0,29591,9,13,4,8,1,3,0,0,0,40,37,0
25561,42,3,133584,15,10,2,2,0,4,1,0,0,40,7,0
25569,33,4,296282,11,9,2,2,0,4,1,0,0,40,37,0
25577,35,3,169426,7,12,2,2,0,4,1,0,0,40,37,0
25580,48,3,187454,9,13,2,8,0,4,1,0,0,40,37,0
25583,64,2,195366,9,13,2,8,0,4,1,0,0,40,37,0
25584,51,3,186845,9,13,2,4,0,4,1,0,0,8,37,0
25585,20,0,119156,11,9,4,0,2,4,1,0,0,20,37,0
25588,29,3,394927,15,10,4,2,1,4,1,0,0,45,37,0
25601,34,3,123429,11,9,2,10,0,4,1,0,0,60,37,0
25602,35,2,340110,15,10,2,10,0,4,1,0,0,50,37,1
25604,49,3,113513,9,13,2,4,0,4,1,0,0,50,37,0
25606,46,3,320421,9,13,3,8,1,4,1,0,0,25,37,0
25607,31,1,295589,15,10,4,0,3,2,1,0,0,40,37,0
25618,27,4,340269,15,10,4,9,1,4,1,0,0,40,37,0
25625,34,0,198265,9,13,2,9,0,4,1,0,0,60,37,0
25631,51,4,77905,8,11,0,8,4,4,0,0,0,40,37,0
25633,41,4,116520,10,16,2,8,0,4,1,0,0,40,37,1
25638,69,3,170877,11,9,2,10,0,4,1,0,0,48,37,0
25643,27,1,273929,11,9,4,4,3,4,1,0,0,40,37,0
25665,23,0,350680,7,12,4,3,3,4,0,0,0,40,29,0
25667,43,3,152958,11,9,2,3,0,4,1,0,0,35,37,1
25670,31,1,144949,11,9,0,2,4,4,1,0,0,40,37,0
25679,27,3,30244,11,9,4,4,3,4,1,0,0,80,37,0
25680,50,1,30008,9,13,2,8,0,4,1,0,0,45,37,1
25681,38,3,201328,5,4,2,4,0,4,1,0,0,56,37,0
25682,36,4,96468,12,14,4,8,3,4,0,0,0,40,37,0
25685,60,1,98350,15,10,2,7,0,1,1,0,0,60,28,0
25686,45,1,175958,6,5,4,7,3,4,1,0,0,40,37,0
25696,26,3,318644,14,15,4,8,3,4,1,0,0,20,37,0
25697,42,0,132125,9,13,2,3,0,4,1,0,0,52,37,1
25705,50,1,154779,15,10,0,0,1,2,0,0,0,40,37,0
25708,39,2,33975,11,9,2,2,0,4,1,0,0,50,37,0
25714,55,2,257216,12,14,6,10,1,4,0,0,0,40,37,0
25721,39,2,189092,9,13,2,3,0,4,1,0,0,45,37,0
25728,44,3,208277,11,9,2,6,5,4,0,0,0,45,37,0
25731,29,3,32280,11,9,4,4,1,4,1,0,0,45,37,0
25735,45,1,153312,12,14,2,8,0,2,1,0,0,10,37,1
25741,49,4,354529,15,10,4,0,1,4,0,0,0,40,37,0
25744,23,4,298871,15,10,2,0,0,1,1,0,0,40,38,0
25745,55,3,205296,15,10,2,10,5,4,0,0,0,50,37,0
25749,40,4,199381,12,14,2,8,5,4,0,15024,0,37,37,1
25750,32,3,56328,9,13,2,8,5,4,0,0,0,8,37,1
25752,84,1,163685,11,9,6,3,1,4,0,0,0,33,37,0
25757,62,3,204085,15,10,2,10,0,4,1,0,0,25,37,0
25760,44,1,174684,11,9,0,2,4,2,1,0,0,40,37,0
25761,26,1,166295,9,13,2,0,0,4,1,0,0,41,37,0
25775,63,3,179444,5,4,2,3,0,4,1,0,0,15,37,0
25777,17,1,148194,1,7,4,0,3,4,0,0,0,12,37,0
25779,70,3,280639,11,9,6,7,2,4,0,2329,0,20,37,0
25786,40,1,24763,15,10,0,12,4,4,1,6849,0,40,37,0
25787,43,4,41834,11,9,2,12,0,4,1,0,0,38,37,1
25790,61,3,268797,11,9,2,7,5,2,0,0,0,17,37,0
25795,39,1,222572,12,14,4,8,4,4,0,0,0,43,37,0
25796,46,2,110702,15,10,0,3,4,4,0,2036,0,60,37,0
25798,27,1,200492,9,13,4,8,3,4,0,0,0,40,37,0
25804,40,2,64885,12,14,2,10,0,4,1,0,0,70,37,1
25810,58,1,147428,12,14,2,8,0,4,1,0,0,40,37,1
25814,48,3,167918,12,14,2,10,0,1,1,0,0,50,17,0
25816,27,4,146243,15,10,5,7,1,4,0,0,0,30,37,0
25819,52,1,246197,11,9,2,2,0,4,1,0,0,40,37,0
25820,52,1,192563,15,10,0,3,1,4,0,0,0,38,37,0
25822,39,1,98587,15,10,0,8,3,4,0,0,0,45,37,0
25829,47,0,53498,11,9,0,7,4,2,0,0,0,40,37,0
25831,40,3,162312,11,9,2,2,0,1,1,0,0,66,33,0
25833,41,4,109762,12,14,4,8,1,4,1,0,0,40,37,0
25835,46,0,119890,8,11,5,11,1,3,0,0,0,30,37,0
25836,21,3,409230,15,10,4,0,3,4,1,0,0,30,37,0
25839,47,3,119199,15,10,2,0,5,4,0,0,0,35,37,1
25841,42,1,351161,15,10,0,2,1,4,1,0,0,40,37,0
25846,36,3,219611,9,13,4,10,1,2,0,2174,0,50,37,0
25849,73,4,74040,5,4,0,7,1,1,0,0,0,40,37,0
25852,49,1,126446,15,10,4,7,4,4,0,0,0,30,37,0
25864,33,3,124187,7,12,4,7,1,2,1,0,0,32,37,0
25867,43,3,47261,15,10,2,4,0,4,1,0,0,50,37,0
25869,53,1,233734,12,14,0,8,1,2,0,0,0,40,37,1
25870,45,4,35969,12,14,2,8,0,4,1,0,0,60,37,1
25875,41,1,488706,15,10,2,5,0,4,1,0,0,40,37,0
25876,58,1,239405,4,3,0,7,2,2,0,0,0,40,13,0
25877,27,0,105189,11,9,0,0,1,4,1,4865,0,50,37,0
25878,63,4,109735,11,9,0,0,1,4,0,0,0,38,37,0
25880,43,1,209899,12,14,4,11,1,2,0,8614,0,47,37,1
25881,29,2,87745,15,10,4,3,1,4,1,0,0,60,37,0
25885,23,1,129232,11,9,4,0,3,4,1,0,0,40,37,0
25887,58,3,195835,15,10,0,2,1,4,1,0,0,45,37,0
25903,24,4,147147,9,13,4,0,1,2,0,0,0,20,37,0
25906,34,1,188682,9,13,3,8,1,4,0,0,0,40,37,0
25911,31,1,189269,11,9,4,9,3,4,1,0,0,40,37,0
25924,64,3,289741,15,10,2,10,0,4,1,0,0,20,37,0
25927,62,3,26911,5,4,6,7,1,4,0,0,0,66,37,0
25935,47,1,165822,15,10,0,12,4,4,1,0,0,40,37,0
25937,41,1,74581,9,13,0,8,4,4,1,0,0,65,37,0
25941,37,1,365430,15,10,2,0,0,4,1,0,0,40,1,1
25953,37,4,191841,9,13,4,0,1,4,0,8614,0,40,37,1
25954,49,3,355978,14,15,2,8,0,4,1,99999,0,35,37,1
25955,64,1,202738,11,9,2,0,5,4,0,0,0,35,37,0
25956,37,1,144322,8,11,4,0,1,4,0,0,0,43,37,0
25957,70,3,155141,9,13,2,2,0,4,1,0,2377,12,37,1
25959,29,2,190450,11,9,2,10,0,1,1,0,0,40,10,0
25964,58,4,198145,9,13,2,0,0,4,1,0,0,35,37,1
25965,60,1,113658,15,10,2,0,5,4,0,0,0,35,37,0
25969,22,4,186634,2,8,4,3,1,4,1,0,0,50,37,1
25970,56,3,125147,0,6,2,12,0,4,1,0,0,60,37,0
25976,52,3,72257,15,10,2,10,0,4,1,0,0,50,37,0
25983,26,4,272986,7,12,4,0,3,2,0,0,0,8,37,0
25987,25,1,58441,9,13,4,8,1,4,0,0,0,40,37,0
25988,43,1,269733,11,9,5,7,1,4,1,0,0,40,37,0
25998,41,3,214541,11,9,0,12,1,4,1,0,1590,40,37,0
25999,49,3,163352,14,15,2,8,0,4,1,0,0,85,37,1
26000,36,3,153976,11,9,2,12,0,4,1,0,0,50,37,0
26001,47,1,247676,12,14,0,8,4,4,0,5455,0,45,37,0
26002,49,4,155372,12,14,0,8,1,4,0,0,0,40,37,0
26006,51,4,226885,11,9,4,12,1,4,1,0,0,40,37,0
26011,48,2,254291,9,13,2,3,0,4,1,7298,0,50,37,1
26024,33,3,193246,11,9,4,3,1,4,1,0,0,55,9,0
26027,42,4,105804,1,7,2,4,0,4,1,0,0,40,37,0
26030,51,1,209320,14,15,4,8,1,4,1,3325,0,40,37,0
26034,44,1,107845,7,12,0,9,1,4,0,0,0,56,37,1
26035,44,3,567788,4,3,2,4,0,4,1,0,0,40,24,0
26042,37,1,218490,11,9,2,9,0,4,1,7688,0,35,37,1
26045,44,3,264740,14,15,2,8,0,4,1,0,0,40,37,1
26061,49,0,105586,8,11,2,2,0,1,1,0,0,40,37,1
26063,37,1,189878,15,10,2,9,0,4,1,0,0,60,37,0
26069,36,3,285020,11,9,2,2,0,4,1,2885,0,40,37,0
26074,45,4,94754,12,14,2,0,0,4,1,0,0,40,17,0
26076,32,1,157887,11,9,2,2,0,4,1,0,0,40,37,0
26078,47,2,168191,15,10,2,2,0,4,1,0,0,40,37,0
26086,30,2,185384,15,10,2,3,5,4,0,0,0,25,37,0
26089,30,1,348802,11,9,2,0,0,2,1,0,0,40,37,0
26093,44,1,83286,12,14,2,8,5,4,0,0,0,40,37,1
26098,40,3,123306,14,15,2,8,0,4,1,0,0,45,37,1
26099,52,0,279337,11,9,2,0,0,4,1,0,0,40,37,0
26101,37,1,251396,7,12,2,8,0,4,1,0,0,45,1,1
26102,17,2,143034,0,6,4,7,3,4,1,0,0,4,37,0
26104,35,1,162651,9,13,0,8,1,4,1,0,0,40,31,0
26106,38,1,84570,15,10,4,0,3,0,0,0,0,40,37,0
26108,51,1,117496,12,14,2,8,5,4,0,0,0,40,37,1
26109,64,4,216160,10,16,2,8,0,4,1,0,0,50,3,1
26110,50,2,204447,15,10,0,9,1,4,1,0,0,40,37,0
26114,60,3,137733,9,13,2,4,0,4,1,0,0,50,37,0
26117,56,4,54260,10,16,2,8,1,1,1,2885,0,40,2,0
26123,46,2,276934,9,13,2,10,0,4,1,0,0,70,37,1
26127,43,3,311177,15,10,4,12,1,2,1,0,0,30,37,0
26128,29,3,190636,15,10,2,2,0,0,1,0,1485,60,37,1
26137,40,1,233891,11,9,4,0,4,2,0,0,0,35,37,0
26138,61,3,96073,14,15,2,8,0,4,1,0,0,50,8,1
26140,43,3,355856,9,13,2,3,0,1,1,0,0,50,28,0
26142,48,3,139212,15,10,0,2,1,4,1,0,0,40,37,0
26143,56,4,143931,9,13,6,8,1,4,0,0,0,40,37,0
26144,51,0,160703,11,9,2,0,0,4,1,0,0,40,37,0
26152,63,0,101996,12,14,0,8,1,4,1,0,0,40,37,1
26154,47,1,285060,12,14,2,3,0,4,1,0,1977,41,37,1
26155,55,2,209569,11,9,0,10,4,4,0,0,0,50,37,1
26156,31,1,331126,9,13,4,9,3,2,1,0,0,48,37,0
26159,28,1,185647,15,10,2,9,0,4,1,0,0,48,37,0
26161,31,0,386331,11,9,2,0,0,2,1,0,0,50,37,0
26164,43,1,117022,11,9,3,4,4,2,1,0,0,40,37,0
26165,50,2,176751,12,14,0,3,1,4,1,0,0,80,37,1
26175,50,1,199995,9,13,0,9,1,4,1,0,0,40,37,1
26198,42,3,222978,10,16,4,8,1,4,0,0,0,45,37,0
26200,32,2,218407,15,10,4,3,1,4,1,0,0,70,4,0
26201,47,3,112200,9,13,4,3,1,2,1,10520,0,45,37,1
26209,33,3,361497,11,9,4,8,1,4,1,0,0,40,37,0
26210,22,1,399020,15,10,4,0,1,4,0,0,0,55,37,0
26212,20,0,55233,15,10,4,0,2,4,0,0,0,40,37,0
26213,28,3,200515,15,10,2,2,0,4,1,0,0,40,37,0
26217,67,3,40021,11,9,2,4,0,4,1,0,0,35,37,0
26218,31,2,49923,11,9,2,3,0,4,1,0,0,40,37,0
26220,43,0,325706,14,15,2,8,0,1,1,0,0,50,17,1
26222,37,3,301568,11,9,2,8,5,4,0,0,0,35,37,1
26229,41,3,344329,11,9,2,7,0,4,1,0,0,10,37,0
26232,33,4,73296,11,9,4,7,4,2,0,1831,0,40,37,0
26233,30,4,137613,12,14,2,8,0,1,1,0,0,17,34,0
26234,67,3,354405,11,9,6,7,1,4,0,0,0,20,37,0
26236,48,3,362883,11,9,0,2,1,4,1,0,0,60,37,1
26239,40,2,99185,9,13,2,8,0,4,1,0,0,60,37,0
26253,43,1,143828,12,14,0,8,4,2,0,9562,0,40,37,1
26255,46,1,111558,15,10,0,6,3,4,0,0,0,40,37,0
26260,47,1,287320,12,14,4,8,1,4,1,0,0,40,37,0
26267,41,4,170924,12,14,2,8,0,4,1,0,0,40,37,0
26272,55,4,337599,15,10,0,0,1,4,1,0,0,40,37,0
26275,34,3,175697,8,11,2,2,0,4,1,0,0,75,37,0
26284,49,2,213354,12,14,5,3,1,4,1,0,0,70,37,1
26288,27,4,553473,9,13,2,9,5,2,0,0,0,48,37,0
26298,41,1,144995,12,14,2,3,0,4,1,0,0,55,37,0
26306,45,1,102359,9,13,2,8,0,4,1,0,0,37,37,0
26317,39,2,126675,15,10,2,8,0,4,1,0,0,25,37,0
26322,49,1,102359,6,5,6,5,4,4,1,0,2231,40,37,1
26323,33,2,281832,10,16,2,8,0,4,1,0,0,40,4,1
26327,50,1,97449,15,10,2,9,0,4,1,0,0,48,37,0
26329,31,0,210926,11,9,5,5,4,4,0,0,0,40,37,0
26331,46,0,190729,15,10,2,7,0,4,1,0,0,40,37,0
26332,32,2,191385,10,16,4,8,1,4,1,0,0,77,37,0
26334,43,3,225165,1,7,2,2,0,4,1,0,0,55,37,0
26336,39,4,152307,9,13,2,8,0,4,1,0,0,40,37,0
26338,42,3,170649,15,10,2,4,0,4,1,0,0,60,37,0
26349,28,3,115945,15,10,4,8,4,4,1,0,0,40,37,0
26352,28,1,216965,15,10,2,9,0,4,1,0,0,40,37,0
26364,29,3,144063,5,4,2,4,0,4,1,0,0,72,37,0
26367,34,3,152493,11,9,2,4,0,4,1,0,0,70,37,0
26370,49,0,216453,8,11,0,3,4,2,0,0,0,45,37,0
26372,29,4,309620,12,14,2,8,0,1,1,0,0,20,34,0
26373,22,4,347803,15,10,4,0,1,3,1,0,0,20,37,0
26377,42,3,308279,9,13,2,8,0,4,1,0,0,21,37,0
26381,27,2,120126,6,5,4,2,3,4,1,0,0,40,37,0
26395,43,4,261929,10,16,3,8,4,4,1,25236,0,64,37,1
26400,45,4,198660,15,10,2,8,0,4,1,0,0,40,37,1
26403,50,1,259377,12,14,2,8,5,4,0,15024,0,40,37,1
26405,80,3,34340,5,4,6,4,1,4,1,0,0,35,37,0
26406,47,3,182752,11,9,2,0,5,4,0,0,0,35,18,0
26413,18,3,132986,11,9,4,4,3,4,1,0,0,40,37,0
26417,36,3,151322,9,13,2,8,0,4,1,0,0,45,37,1
26425,51,2,167793,9,13,2,3,0,4,1,15024,0,40,37,1
26432,52,1,137753,11,9,2,7,5,2,0,0,0,20,37,0
26447,55,4,136819,11,9,2,9,0,4,1,0,0,40,37,0
26453,68,2,140852,11,9,2,10,0,4,1,0,0,40,37,0
26454,49,3,105614,11,9,0,10,1,4,1,0,0,50,37,1
26456,50,3,225772,10,16,0,8,1,4,0,0,0,60,37,1
26460,43,2,35662,10,16,2,8,5,4,0,0,0,70,37,1
26464,21,3,57298,15,10,4,0,3,4,0,0,0,15,37,0
26466,48,3,164582,15,10,2,4,0,4,1,7298,0,60,37,1
26469,28,1,336543,7,12,2,9,0,1,1,0,0,40,15,1
26470,39,3,52870,11,9,2,2,0,4,1,0,0,40,37,1
26472,38,1,200153,7,12,4,8,1,4,1,0,0,40,37,0
26474,51,0,27166,11,9,2,11,0,4,1,0,0,40,37,0
26484,55,2,124137,15,10,2,10,0,4,1,0,0,40,37,1
26488,45,3,114396,9,13,0,8,1,4,1,0,0,35,37,0
26491,90,3,282095,15,10,2,4,0,4,1,0,0,40,37,0
26492,44,4,244974,9,13,2,9,0,4,1,0,0,44,37,1
26493,34,3,114691,11,9,2,8,0,4,1,0,0,40,37,1
26495,39,3,142573,15,10,4,2,1,4,1,0,0,25,37,0
26504,27,3,243569,11,9,2,10,0,4,1,0,0,40,37,0
26508,34,4,117503,9,13,2,0,0,4,1,0,0,20,20,0
26509,25,4,117833,15,10,2,3,5,4,0,0,0,19,37,0
26512,51,3,259323,11,9,2,2,0,4,1,0,0,70,37,0
26517,33,4,167474,0,6,2,5,0,4,1,0,0,40,37,0
26524,42,3,89942,15,10,2,2,0,4,1,0,0,40,37,0
26536,74,3,104001,11,9,2,10,0,4,1,0,0,40,37,1
26539,35,2,202027,15,10,0,3,1,4,1,0,0,60,37,0
26541,42,3,212847,11,9,4,4,3,4,1,0,0,85,37,0
26542,50,4,307392,12,14,0,8,4,4,0,0,0,40,37,0
26547,56,2,184598,6,5,2,12,0,4,1,0,0,99,37,0
26549,47,2,192894,9,13,2,3,0,4,1,0,1902,45,37,1
26550,40,3,284706,14,15,2,8,0,0,1,0,1977,60,37,1
26561,33,2,206609,11,9,2,3,0,4,1,0,0,50,37,0
26565,63,0,95680,15,10,2,11,0,4,1,0,0,18,37,1
26567,51,0,73670,10,16,2,8,0,4,1,4386,0,52,37,1
26568,67,3,139960,5,4,2,2,0,4,1,0,0,40,37,0
26579,51,1,108435,11,9,2,2,0,4,1,0,0,40,37,0
26594,64,0,173754,11,9,2,0,0,4,1,0,0,40,37,0
26597,40,4,177083,12,14,4,3,1,4,0,0,0,35,37,0
26599,35,0,287658,15,10,2,9,0,2,1,0,0,40,37,1
26605,35,4,483530,15,10,0,11,4,4,0,0,0,40,37,0
26608,48,3,328606,14,15,0,8,4,4,1,14084,0,63,37,1
26612,37,4,348960,9,13,2,8,0,4,1,0,0,36,37,1
26614,47,1,93476,9,13,5,8,1,4,0,0,0,70,37,0
26615,35,3,195744,11,9,0,2,1,4,1,0,0,50,37,0
26617,18,4,191117,1,7,4,7,3,4,1,0,0,20,37,0
26625,33,3,249249,4,3,2,2,0,4,1,0,0,50,37,1
26628,31,3,226696,8,11,2,4,0,4,1,0,0,60,37,1
26636,47,0,227244,9,13,2,9,0,2,1,0,0,50,37,1
26641,41,3,254818,12,14,0,5,4,4,1,0,0,40,27,0
26645,42,4,211915,15,10,5,11,4,4,0,0,0,40,37,0
26646,33,3,295621,9,13,2,8,0,2,1,0,0,25,37,1
26654,27,3,115705,15,10,4,10,1,4,1,0,0,50,37,0
26658,44,2,165815,11,9,2,12,0,4,1,0,0,96,37,0
26660,46,1,344172,7,12,2,9,0,4,1,0,0,49,37,1
26663,22,4,190625,9,13,2,3,0,4,1,0,0,20,37,0
26666,31,1,243665,11,9,2,9,0,4,1,0,0,41,37,1
26667,26,3,189238,15,10,4,8,1,4,0,0,0,4,24,0
26674,47,3,199058,14,15,4,8,1,4,1,0,0,40,37,1
26676,25,1,334133,12,14,4,8,3,4,1,0,0,20,37,0
26677,60,4,97030,9,13,0,3,1,4,0,0,0,35,37,0
26691,28,3,211032,1,7,4,2,1,4,1,0,0,40,24,0
26703,59,0,200700,7,12,2,4,0,2,1,0,0,40,37,0
26704,59,3,41258,9,13,2,8,0,4,1,0,0,50,37,0
26710,28,2,204247,9,13,2,8,0,4,1,0,0,50,37,1
26712,50,3,37913,9,13,2,3,0,4,1,0,0,40,20,1
26713,22,2,150683,11,9,4,6,3,4,1,0,0,24,37,0
26715,45,4,319666,14,15,0,8,4,4,0,0,0,43,37,0
26717,25,1,117833,9,13,4,8,1,4,0,0,0,35,37,0
26719,24,2,142404,9,13,2,3,0,4,1,0,0,40,37,1
26724,17,3,228786,0,6,4,7,3,4,0,0,0,24,37,0
26725,63,2,80572,9,13,2,4,0,4,1,0,0,40,37,1
26726,28,1,180271,9,13,2,5,0,4,1,0,0,65,37,1
